Location Code,County,Area Name,Region,Year Reported ,Number Overweight,Percent Overweight,Number Obese,Percent Obese,Number Overweight or Obese,Percent Overweight or Obese,Grade Level,Number Healthy Weight,Percent Healthy Weight,Sex,Total (Estimated) Number of Students
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2010-2012,30,12.0,45,18.1,75,30.1,MIDDLE/HIGH,174,0.699,FEMALE,249
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2010-2012,48,20.9,44,19.1,92,40.0,MIDDLE/HIGH,138,0.6,MALE,230
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2011-2013,244,17.9,273,20.1,517,38.0,DISTRICT TOTAL,818,0.601,ALL,1361
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2011-2013,97,14.8,113,17.2,210,32.0,DISTRICT TOTAL,437,0.665,FEMALE,657
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2011-2013,147,20.9,160,22.8,307,43.7,DISTRICT TOTAL,381,0.542,MALE,703
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2011-2013,105,14.3,150,20.5,255,34.8,ELEMENTARY,467,0.638,ALL,732
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2011-2013,41,11.6,61,17.3,102,28.9,ELEMENTARY,246,0.697,FEMALE,353
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2011-2013,64,16.9,89,23.5,153,40.4,ELEMENTARY,221,0.583,MALE,379
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2011-2013,112,20.3,107,19.3,219,39.6,MIDDLE/HIGH,324,0.586,ALL,553
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2011-2013,43,15.9,44,16.3,87,32.2,MIDDLE/HIGH,178,0.659,FEMALE,270
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2011-2013,69,24.4,63,22.3,132,46.6,MIDDLE/HIGH,146,0.516,MALE,283
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2012-2014,242,17.1,272,19.2,514,36.4,DISTRICT TOTAL,880,0.622,ALL,1415
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2012-2014,121,17.4,114,16.4,235,33.7,DISTRICT TOTAL,452,0.648,FEMALE,698
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2012-2014,121,16.9,158,22.0,279,38.9,DISTRICT TOTAL,428,0.597,MALE,717
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2012-2014,94,12.8,130,17.7,224,30.6,ELEMENTARY,499,0.681,ALL,733
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2012-2014,43,12.2,57,16.2,100,28.4,ELEMENTARY,247,0.702,FEMALE,352
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2012-2014,51,13.4,73,19.2,124,32.5,ELEMENTARY,252,0.661,MALE,381
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2012-2014,101,19.5,98,18.9,199,38.3,MIDDLE/HIGH,310,0.597,ALL,519
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2012-2014,60,22.5,40,15.0,100,37.5,MIDDLE/HIGH,162,0.607,FEMALE,267
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2012-2014,41,16.3,58,23.0,99,39.3,MIDDLE/HIGH,148,0.587,MALE,252
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2013-2015,221,17.8,232,18.7,453,36.5,DISTRICT TOTAL,788,0.635,ALL,1241
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2013-2015,95,15.7,125,20.6,220,36.2,DISTRICT TOTAL,387,0.638,FEMALE,607
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2013-2015,126,19.9,107,16.9,233,36.8,DISTRICT TOTAL,401,0.632,MALE,634
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2013-2015,97,15.7,100,16.2,197,31.8,ELEMENTARY,422,0.682,ALL,619
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2013-2015,48,16.2,50,16.8,98,33.0,ELEMENTARY,199,0.67,FEMALE,297
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2013-2015,49,15.2,50,15.5,99,30.7,ELEMENTARY,223,0.693,MALE,322
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2013-2015,75,18.7,80,20.0,155,38.7,MIDDLE/HIGH,246,0.613,ALL,401
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2013-2015,15,8.8,39,22.8,54,31.6,MIDDLE/HIGH,117,0.684,FEMALE,171
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2013-2015,60,26.1,41,17.8,101,43.9,MIDDLE/HIGH,129,0.561,MALE,230
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2014-2016,225,18.3,263,21.4,488,39.8,DISTRICT TOTAL,731,0.597,ALL,1224
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2014-2016,120,19.3,126,20.3,246,39.6,DISTRICT TOTAL,375,0.604,FEMALE,621
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2014-2016,105,17.4,137,22.7,242,40.1,DISTRICT TOTAL,356,0.589,MALE,604
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2014-2016,132,18.8,137,19.5,269,38.4,ELEMENTARY,426,0.609,ALL,700
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2014-2016,70,19.4,58,16.1,128,35.5,ELEMENTARY,233,0.645,FEMALE,361
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2014-2016,62,18.3,79,23.3,141,41.6,ELEMENTARY,193,0.569,MALE,339
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2014-2016,53,14.1,93,24.8,146,38.9,MIDDLE/HIGH,229,0.611,ALL,375
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2014-2016,37,17.1,56,25.9,93,43.1,MIDDLE/HIGH,123,0.569,FEMALE,216
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2014-2016,16,10.1,37,23.3,53,33.3,MIDDLE/HIGH,106,0.667,MALE,159
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2015-2017,199,15.6,274,21.5,473,37.1,DISTRICT TOTAL,797,0.625,ALL,1275
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2015-2017,109,16.8,126,19.5,235,36.3,DISTRICT TOTAL,412,0.637,FEMALE,647
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2015-2017,90,14.3,148,23.5,238,37.8,DISTRICT TOTAL,385,0.612,MALE,629
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2015-2017,127,16.4,147,19.0,274,35.4,ELEMENTARY,496,0.64,ALL,775
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2015-2017,66,17.1,57,14.7,123,31.8,ELEMENTARY,264,0.682,FEMALE,387
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2015-2017,61,15.7,90,23.2,151,38.9,ELEMENTARY,232,0.598,MALE,388
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2015-2017,40,9.7,105,25.5,145,35.2,MIDDLE/HIGH,267,0.648,ALL,412
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2015-2017,24,11.2,60,28.0,84,39.3,MIDDLE/HIGH,130,0.607,FEMALE,214
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2015-2017,16,8.1,45,22.7,61,30.8,MIDDLE/HIGH,137,0.692,MALE,198
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2016-2018,207,16.5,275,21.9,482,38.3,DISTRICT TOTAL,769,0.612,ALL,1257
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2016-2018,110,17.4,122,19.3,232,36.8,DISTRICT TOTAL,399,0.632,FEMALE,631
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2016-2018,97,15.5,153,24.4,250,39.9,DISTRICT TOTAL,370,0.591,MALE,626
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2016-2018,113,15.2,139,18.7,252,34.0,ELEMENTARY,490,0.66,ALL,742
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2016-2018,55,14.0,61,15.6,116,29.6,ELEMENTARY,276,0.704,FEMALE,392
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2016-2018,58,16.6,78,22.3,136,38.9,ELEMENTARY,214,0.611,MALE,350
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2016-2018,67,15.9,113,26.8,180,42.8,MIDDLE/HIGH,241,0.572,ALL,421
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2016-2018,37,18.3,57,28.2,94,46.5,MIDDLE/HIGH,108,0.535,FEMALE,202
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2016-2018,30,13.4,56,25.0,86,38.4,MIDDLE/HIGH,138,0.616,MALE,224
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2017-2019,235,17.8,287,21.7,522,39.5,DISTRICT TOTAL,795,0.601,ALL,1323
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2017-2019,128,18.8,137,20.1,265,39.0,DISTRICT TOTAL,415,0.61,FEMALE,680
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2017-2019,107,16.6,150,23.3,257,40.0,DISTRICT TOTAL,380,0.591,MALE,643
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2017-2019,133,17.0,147,18.8,280,35.8,ELEMENTARY,502,0.642,ALL,782
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2017-2019,69,16.2,72,16.9,141,33.0,ELEMENTARY,286,0.67,FEMALE,427
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2017-2019,64,18.0,75,21.1,139,39.2,ELEMENTARY,216,0.608,MALE,355
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2017-2019,67,15.7,122,28.5,189,44.2,MIDDLE/HIGH,239,0.558,ALL,428
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2017-2019,37,17.8,59,28.4,96,46.2,MIDDLE/HIGH,112,0.538,FEMALE,208
150000,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2017-2019,30,13.6,63,28.6,93,42.3,MIDDLE/HIGH,127,0.577,MALE,220
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2010-2012,528,18.4,638,22.3,1166,40.7,DISTRICT TOTAL,1631,0.57,ALL,2861
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2010-2012,265,19.2,289,20.9,554,40.1,DISTRICT TOTAL,799,0.579,FEMALE,1380
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2010-2012,263,17.8,349,23.6,612,41.3,DISTRICT TOTAL,832,0.562,MALE,1480
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2010-2012,314,18.3,375,21.9,689,40.2,ELEMENTARY,987,0.575,ALL,1717
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2010-2012,154,19.0,178,22.0,332,41.0,ELEMENTARY,461,0.57,FEMALE,809
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2010-2012,160,17.6,197,21.7,357,39.4,ELEMENTARY,526,0.58,MALE,907
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2010-2012,211,18.8,252,22.5,463,41.3,MIDDLE/HIGH,635,0.567,ALL,1120
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2010-2012,111,19.7,106,18.8,217,38.5,MIDDLE/HIGH,336,0.597,FEMALE,563
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2010-2012,100,18.0,146,26.2,246,44.2,MIDDLE/HIGH,299,0.537,MALE,557
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2011-2013,387,18.6,446,21.4,833,40.0,DISTRICT TOTAL,1223,0.588,ALL,2080
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2011-2013,184,18.3,206,20.5,390,38.8,DISTRICT TOTAL,601,0.599,FEMALE,1003
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2011-2013,203,18.9,240,22.3,443,41.2,DISTRICT TOTAL,622,0.578,MALE,1076
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2011-2013,227,18.0,245,19.4,472,37.4,ELEMENTARY,774,0.613,ALL,1263
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2011-2013,101,16.7,119,19.7,220,36.4,ELEMENTARY,374,0.618,FEMALE,605
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2011-2013,126,19.2,126,19.2,252,38.4,ELEMENTARY,400,0.609,MALE,657
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2011-2013,160,19.7,201,24.7,361,44.3,MIDDLE/HIGH,443,0.544,ALL,814
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2011-2013,83,20.9,87,21.9,170,42.8,MIDDLE/HIGH,222,0.559,FEMALE,397
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2011-2013,77,18.5,114,27.3,191,45.8,MIDDLE/HIGH,221,0.53,MALE,417
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2012-2014,461,18.3,566,22.5,1027,40.8,DISTRICT TOTAL,1478,0.587,ALL,2518
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2012-2014,239,20.0,251,21.0,490,40.9,DISTRICT TOTAL,707,0.591,FEMALE,1196
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2012-2014,222,16.8,315,23.9,537,40.7,DISTRICT TOTAL,771,0.585,MALE,1318
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2012-2014,283,18.2,320,20.5,603,38.7,ELEMENTARY,956,0.613,ALL,1560
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2012-2014,145,19.3,147,19.5,292,38.8,ELEMENTARY,460,0.612,FEMALE,752
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2012-2014,138,17.1,173,21.4,311,38.5,ELEMENTARY,496,0.615,MALE,807
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2012-2014,178,18.7,245,25.7,423,44.4,MIDDLE/HIGH,529,0.556,ALL,951
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2012-2014,94,20.8,104,23.0,198,43.8,MIDDLE/HIGH,254,0.562,FEMALE,452
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2012-2014,84,16.8,141,28.2,225,45.0,MIDDLE/HIGH,275,0.55,MALE,500
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2013-2015,451,17.4,607,23.5,1058,40.9,DISTRICT TOTAL,1507,0.583,ALL,2585
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2013-2015,204,15.2,333,24.8,537,40.0,DISTRICT TOTAL,790,0.588,FEMALE,1344
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2013-2015,247,19.9,274,22.0,521,41.9,DISTRICT TOTAL,717,0.577,MALE,1243
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2013-2015,276,17.0,339,20.9,615,38.0,ELEMENTARY,993,0.613,ALL,1620
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2013-2015,123,14.9,184,22.3,307,37.2,ELEMENTARY,513,0.621,FEMALE,826
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2013-2015,153,19.3,155,19.5,308,38.8,ELEMENTARY,480,0.605,MALE,793
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2013-2015,175,18.0,267,27.4,442,45.4,MIDDLE/HIGH,526,0.541,ALL,972
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2013-2015,81,15.9,148,29.0,229,44.8,MIDDLE/HIGH,277,0.542,FEMALE,511
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2013-2015,94,20.3,119,25.8,213,46.1,MIDDLE/HIGH,249,0.539,MALE,462
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2014-2016,461,17.3,563,21.2,1024,38.6,DISTRICT TOTAL,1574,0.594,ALL,2650
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2014-2016,245,19.0,254,19.7,499,38.6,DISTRICT TOTAL,769,0.595,FEMALE,1292
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2014-2016,216,15.9,309,22.7,525,38.6,DISTRICT TOTAL,805,0.592,MALE,1360
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2014-2016,279,16.7,333,20.0,612,36.7,ELEMENTARY,1036,0.623,ALL,1663
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2014-2016,147,18.4,144,18.0,291,36.4,ELEMENTARY,498,0.623,FEMALE,799
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2014-2016,132,15.3,189,21.8,321,37.1,ELEMENTARY,538,0.622,MALE,865
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2014-2016,178,18.6,220,23.0,398,41.7,MIDDLE/HIGH,525,0.551,ALL,953
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2014-2016,94,20.0,103,21.9,197,41.8,MIDDLE/HIGH,266,0.565,FEMALE,471
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2014-2016,84,17.4,117,24.3,201,41.7,MIDDLE/HIGH,259,0.537,MALE,482
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2015-2017,499,18.5,563,20.8,1062,39.3,DISTRICT TOTAL,1602,0.593,ALL,2702
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2015-2017,266,20.2,254,19.3,520,39.6,DISTRICT TOTAL,775,0.59,FEMALE,1314
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2015-2017,233,16.8,309,22.3,542,39.1,DISTRICT TOTAL,827,0.596,MALE,1388
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2015-2017,303,17.9,335,19.8,638,37.7,ELEMENTARY,1051,0.62,ALL,1695
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2015-2017,159,20.1,143,18.1,302,38.2,ELEMENTARY,483,0.611,FEMALE,791
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2015-2017,144,15.9,192,21.2,336,37.2,ELEMENTARY,568,0.628,MALE,904
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2015-2017,192,19.8,218,22.5,410,42.2,MIDDLE/HIGH,536,0.552,ALL,971
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2015-2017,103,20.6,104,20.8,207,41.4,MIDDLE/HIGH,285,0.57,FEMALE,500
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2015-2017,89,18.9,114,24.2,203,43.1,MIDDLE/HIGH,251,0.533,MALE,471
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2016-2018,499,18.2,620,22.6,1119,40.7,DISTRICT TOTAL,1592,0.579,ALL,2750
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2016-2018,264,19.9,297,22.4,561,42.2,DISTRICT TOTAL,750,0.565,FEMALE,1327
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2016-2018,235,16.5,323,22.7,558,39.3,DISTRICT TOTAL,842,0.593,MALE,1420
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2016-2018,303,17.8,342,20.1,645,38.0,ELEMENTARY,1036,0.61,ALL,1698
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2016-2018,160,20.1,158,19.8,318,39.9,ELEMENTARY,468,0.587,FEMALE,797
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2016-2018,143,15.9,184,20.4,327,36.3,ELEMENTARY,568,0.63,MALE,902
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2016-2018,183,18.1,272,26.9,455,45.0,MIDDLE/HIGH,541,0.536,ALL,1009
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2016-2018,100,19.6,137,26.8,237,46.4,MIDDLE/HIGH,269,0.526,FEMALE,511
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2016-2018,83,16.6,135,27.1,218,43.7,MIDDLE/HIGH,272,0.545,MALE,499
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2017-2019,468,17.3,639,23.6,1107,41.0,DISTRICT TOTAL,1551,0.574,ALL,2702
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2017-2019,233,18.3,307,24.1,540,42.3,DISTRICT TOTAL,719,0.563,FEMALE,1277
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2017-2019,235,16.5,332,23.2,567,39.8,DISTRICT TOTAL,832,0.583,MALE,1427
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2017-2019,296,17.6,360,21.4,656,39.0,ELEMENTARY,1007,0.599,ALL,1681
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2017-2019,145,18.6,174,22.3,319,40.9,ELEMENTARY,450,0.577,FEMALE,780
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2017-2019,151,16.8,186,20.6,337,37.4,ELEMENTARY,557,0.618,MALE,901
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2017-2019,159,16.3,273,27.9,432,44.2,MIDDLE/HIGH,531,0.544,ALL,976
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2017-2019,84,17.6,131,27.4,215,45.0,MIDDLE/HIGH,258,0.54,FEMALE,478
160000,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2017-2019,75,15.0,142,28.5,217,43.5,MIDDLE/HIGH,273,0.547,MALE,499
170000,FULTON,FULTON,NORTHEASTERN NEW YORK,2010-2012,230,14.4,308,19.3,538,33.8,DISTRICT TOTAL,1033,0.649,ALL,1592
170000,FULTON,FULTON,NORTHEASTERN NEW YORK,2010-2012,101,13.2,166,21.8,267,35.0,DISTRICT TOTAL,488,0.64,FEMALE,762
170000,FULTON,FULTON,NORTHEASTERN NEW YORK,2010-2012,129,15.6,142,17.1,271,32.7,DISTRICT TOTAL,545,0.657,MALE,830
170000,FULTON,FULTON,NORTHEASTERN NEW YORK,2010-2012,159,14.4,186,16.9,345,31.3,ELEMENTARY,742,0.674,ALL,1101
170000,FULTON,FULTON,NORTHEASTERN NEW YORK,2010-2012,74,13.8,103,19.2,177,33.0,ELEMENTARY,351,0.655,FEMALE,536
170000,FULTON,FULTON,NORTHEASTERN NEW YORK,2010-2012,85,15.0,83,14.7,168,29.7,ELEMENTARY,391,0.692,MALE,565
170000,FULTON,FULTON,NORTHEASTERN NEW YORK,2010-2012,61,13.0,112,23.9,173,37.0,MIDDLE/HIGH,295,0.63,ALL,468
170000,FULTON,FULTON,NORTHEASTERN NEW YORK,2010-2012,20,9.3,59,27.3,79,36.6,MIDDLE/HIGH,137,0.634,FEMALE,216
170000,FULTON,FULTON,NORTHEASTERN NEW YORK,2010-2012,41,16.3,53,21.0,94,37.3,MIDDLE/HIGH,158,0.627,MALE,252
170000,FULTON,FULTON,NORTHEASTERN NEW YORK,2011-2013,264,16.5,278,17.4,542,33.9,DISTRICT TOTAL,1026,0.641,ALL,1601
170000,FULTON,FULTON,NORTHEASTERN NEW YORK,2011-2013,116,14.8,146,18.7,262,33.5,DISTRICT TOTAL,506,0.647,FEMALE,782
170000,FULTON,FULTON,NORTHEASTERN NEW YORK,2011-2013,148,18.1,132,16.1,280,34.2,DISTRICT TOTAL,520,0.635,MALE,819
170000,FULTON,FULTON,NORTHEASTERN NEW YORK,2011-2013,172,16.1,173,16.2,345,32.3,ELEMENTARY,703,0.659,ALL,1067
170000,FULTON,FULTON,NORTHEASTERN NEW YORK,2011-2013,83,15.1,101,18.4,184,33.6,ELEMENTARY,351,0.641,FEMALE,548
170000,FULTON,FULTON,NORTHEASTERN NEW YORK,2011-2013,89,17.1,72,13.9,161,31.0,ELEMENTARY,352,0.678,MALE,519
170000,FULTON,FULTON,NORTHEASTERN NEW YORK,2011-2013,99,19.7,89,17.7,188,37.5,MIDDLE/HIGH,314,0.625,ALL,502
170000,FULTON,FULTON,NORTHEASTERN NEW YORK,2011-2013,43,18.9,39,17.1,82,36.0,MIDDLE/HIGH,146,0.64,FEMALE,228
170000,FULTON,FULTON,NORTHEASTERN NEW YORK,2011-2013,56,20.4,50,18.2,106,38.7,MIDDLE/HIGH,168,0.613,MALE,274
170000,FULTON,FULTON,NORTHEASTERN NEW YORK,2012-2014,288,15.7,357,19.5,645,35.3,DISTRICT TOTAL,1149,0.628,ALL,1830
170000,FULTON,FULTON,NORTHEASTERN NEW YORK,2012-2014,121,13.5,165,18.5,286,32.0,DISTRICT TOTAL,591,0.662,FEMALE,893
170000,FULTON,FULTON,NORTHEASTERN NEW YORK,2012-2014,167,17.8,192,20.5,359,38.4,DISTRICT TOTAL,558,0.596,MALE,936
170000,FULTON,FULTON,NORTHEASTERN NEW YORK,2012-2014,165,14.6,199,17.6,364,32.1,ELEMENTARY,739,0.652,ALL,1133
170000,FULTON,FULTON,NORTHEASTERN NEW YORK,2012-2014,74,13.1,90,16.0,164,29.1,ELEMENTARY,384,0.682,FEMALE,563
170000,FULTON,FULTON,NORTHEASTERN NEW YORK,2012-2014,91,16.0,109,19.1,200,35.1,ELEMENTARY,355,0.623,MALE,570
170000,FULTON,FULTON,NORTHEASTERN NEW YORK,2012-2014,116,18.3,130,20.5,246,38.7,MIDDLE/HIGH,379,0.597,ALL,635
170000,FULTON,FULTON,NORTHEASTERN NEW YORK,2012-2014,51,16.7,59,19.3,110,35.9,MIDDLE/HIGH,191,0.624,FEMALE,306
170000,FULTON,FULTON,NORTHEASTERN NEW YORK,2012-2014,65,19.8,71,21.6,136,41.3,MIDDLE/HIGH,188,0.571,MALE,329
170000,FULTON,FULTON,NORTHEASTERN NEW YORK,2013-2015,273,14.6,341,18.2,614,32.7,DISTRICT TOTAL,1224,0.653,ALL,1874
170000,FULTON,FULTON,NORTHEASTERN NEW YORK,2013-2015,144,14.6,197,19.9,341,34.5,DISTRICT TOTAL,620,0.628,FEMALE,987
170000,FULTON,FULTON,NORTHEASTERN NEW YORK,2013-2015,129,14.5,144,16.2,273,30.8,DISTRICT TOTAL,604,0.681,MALE,887
170000,FULTON,FULTON,NORTHEASTERN NEW YORK,2013-2015,167,14.9,176,15.7,343,30.7,ELEMENTARY,751,0.671,ALL,1119
170000,FULTON,FULTON,NORTHEASTERN NEW YORK,2013-2015,94,15.8,108,18.2,202,34.0,ELEMENTARY,377,0.635,FEMALE,594
170000,FULTON,FULTON,NORTHEASTERN NEW YORK,2013-2015,73,13.9,68,13.0,141,26.9,ELEMENTARY,374,0.712,MALE,525
170000,FULTON,FULTON,NORTHEASTERN NEW YORK,2013-2015,89,12.9,149,21.5,238,34.4,MIDDLE/HIGH,439,0.634,ALL,692
170000,FULTON,FULTON,NORTHEASTERN NEW YORK,2013-2015,44,11.9,85,22.9,129,34.8,MIDDLE/HIGH,232,0.625,FEMALE,371
